,caption_source,caption_target,type_data,score_text,score_visual,label,score_visual_1,score_visual_2,score_visual_3,score_visual_4
10,"A horizontally-oriented image shows a street lined with small European cars with European license plates. A sidewalk extends along the left side of the image; it is lined with shrubbery on the left. Tall, thin, dark lampposts are positioned on the left side of the sidewalk and hang over the street. The roofs of several buildings are partially visible behind the shrubbery. A pedestrian in a yellow shirt is visible in the middle of the sidewalk.  On the right side, the street is lined with tall, leafy green trees. Residential apartment style buildings are partially visible behind these trees. The sky overhead is white with a hint of pale blue.","A street in Europe. The street is dark grey asphalt with outlined and numbered spaces. To the left there is an ivy covered wall and trees, then a brownish red sidewalk with people, and light grey curb. Several cars, including a metallic blue peugeot line the left side of the street. More cars, including smart car, and BMW, line the right side, as well as white buildings with many windows. ",dci,0.19101304760431417,0.07923216846095849,1,0.13279682051368702,0.13422146773194282,0.022372704186072234,0.0
11,"A slightly high-angle, portrait-style close up shows several very tall white cups sitting on a white table wrapped in clear cellophane and tied at the top with blue ribbon or blue ribbon and yellow ribbon with a background of blue balloons with black polka dots on.

All or parts of about ten cups are visible and take up most of the shot. On the sides and facing forward and a bit to the left are tall rectangles of a blue and white pattern with a picture of a brown teddy bear at the bottom. A yellow band is across the top, and over the center of the band is a white oval with a decorative border that has two lines of blue cursive text that reads “Boas Vindas” stacked on “Heitor”.  A row of three cups is in the front and angles back from right to left. The rest of the cups are behind them and angling a bit to the right. 

The three balloons are behind the cups.  
","On top of a white table, sits a handful of baby shower party favors. In the front is three party favors. The baby shower is for a boy. Each party favor is a white tube wrapped in cellophane. At the top, the majority of the favors have the cellophane wrapped with a light blue ribbon. Party favors towards the back are wrapped with light blue and/or yellow ribbon. On the front of each favor, is a long, vertical, rectangular label. The background is a light blue, with a white polka dot pattern. At the top, is a white oval with a blue floral border that contains text of the baby's name. It sits on top of a thinner yellow banner that goes behind the oval. The rest of the label has an illustration of a brown teddy bear. It is dark brown in color, has a snout that is light brown. It has black eyes, a black nose, and a black curved smile. The inner ears are the same light blue, white polka dot pattern as the background. The teddy bear is holding a singular present where it is mostly the same pattern as the label background, but with a white lid and a blue ribbon. In the background is a set of three light blue, black polka dot balloons.",dci,-0.19766300704966494,0.16740948331540606,2,-0.012152619859159414,-0.026742193255934493,0.017985000129632084,2.4143976410812966
12,"A man with a prosthetic leg participates in an outdoor competition with spectators in a low-angle, full shot. The man is standing with his back and right arm toward the viewer as he is facing towards another man whose face is blurred. The man with the prosthesis is white and has his left leg bent slightly, and the black and gray prosthesis stretched out behind him. His right arm is at his side, and he is leaning slightly forward. His light brown hair is cropped short, and he is wearing a black short-sleeved t-shirt with a yellow design on the back and white lettering on the right sleeve. He also wears black shorts and a black sneaker with white sole. A tall, light tan wooden box is to his left, and a long light yellow pole with holes stands vertically in the foreground to the right. 


The man with a blurred face is standing facing the viewer and turned slightly to the left. He is white, and wears a blue ball cap backward. He also wears a white short-sleeved t-shirt with black lettering on the front, blue shorts, and black sneakers. His arms are at his sides, and he is holding white paper in his right hand.


The two men are standing on a black gym mat-style surface. Behind them stand a few people on a light green lawn. In the distance are a crowd of spectators behind a roped off area, along with two tall white signs, one on each side. Tall green trees are in the distance. The sky is cloudy with blue skies between the clouds. A drone flies along the left. 

","The picture is a man with a missing leg, but has a prosthetic metal one, standing in front of another, fully able man. The right includes a large pole with holes going all the way up it. On the left in the foreground is a large box with hand holes in it. In the background are a few people standing around, with a rope restraint in front of a much larger crowd. There are trees behind the people, and a blue sky with clouds. Below them is a concrete walkway. There's also a drone flying on the left side of the image. The able-bodied man in front is holding a paper and clipboard. Behind the concrete the people are standing on is a green grass field.",dci,0.5310103823711929,-0.017367570602038196,2,0.003063663681447268,-0.16610148717019624,0.05608471031543991,0.028247883118556888
13,"A low-angle, medium shot features the top of the town hall in Zamość, Poland, along with other colorful city buildings on a cloudy day. The town hall is in the background on the left, with its top floors and tall clock tower topped by a green copper spire. The building is a pale mauve and off-white. Near the bottom right, a red and yellow flag extends outward. The town hall is obscured on the left by the pale peach-colored building in the left foreground, which has a patterned off-white strip across the center. A black pole extends from the roof downward, and a black, intricate streetlight is attached to the building.


To the right of the town hall is a lime green building, followed by a bright yellow building, and a bit of a red building. All buildings have features in white or off-white. In the foreground on the right is a pale pink building with a pale yellow top floor. A small sign extends from the building at the bottom. 


The day is light gray with clouds. Clothing wires hang vertically from the buildings in the foreground. ","This is the skyline of a European city. On the left of the image is a pink building, with a decorative lightpole sticking out, and some white accent pieces along the middle. It has a domed entrance and three windows on the second story. In the center left is a ornate structure, purple and white. It has a large spire in the middle that has a turquoise top with a bell and ball at the top. To the right of that are three buildings, one is lime green and white, another is yellow and white and the third is red and white. they look similar. To the right of the image is another partial building that's pink and has the similar domed entrance and multiple windows. There's a sign for a restaurant instead of a light hanging off this one. There is an electrical wire that cuts across the front of the buildings, in the sky. The sky is dreary looking with clouds and a haze.",dci,-0.006670698130115171,-0.022184352058301382,1,-0.21895799555732512,0.0056066716078985585,0.006040584646132718,0.02034023071813094
14,"A vertically-oriented high angle photo shows a statue of an egret positioned in a dark, muddy-looking pond. The statue is in profile view and faces the right side of the image. The statue is minimalist, and shows the bird’s curvy form. The egret’s legs are made of two thin, rusted metal rods with traces of white paint; they form an upside-down V. The egret is white with a long, thin, curved neck. It has a marquise-shaped eye that is outlined in black. The bird’s beak is thin, pointed, and bright yellow. The statue sits on a small, wet, square stone base; the bird’s forked three toe feet appear to be the same khaki green color as the base. The statue faces a small, partially visible pile of tan-grey rocks on the right side of the image. The water has a distorted reflection of a grid-like object. Small, roundish, white dots of foam are visible throughout the entire visible portion of the water’s surface.",A lake that is filled with dark brown water with a lot of shadows reflection off of it. There is a lot of small bits of bubbles that are around the lake all throughout it. On the right side of the image there is a big pile of rocks there. There are two rocks on the top of the pile both big and both brown also. Below the far right two rocks there are two more rocks on the bottom they are dark brown and they are under the water. There is another center rock that is also below the water. There is a bright white bird  that is standing on two rocks that are cur into squares they are to the left of the large rock pile.,dci,0.35935106761764735,0.21016134545035103,2,0.12519160601190255,0.02527109873079536,0.03877995713127816,0.9751818188345505
15,"A close-up image shows a magnifying glass held up to a blurry cellphone in a low-lit setting, with vibrant colors in the background. The round glass is positioned in the foreground on the left and is also out of focus. In between the double circles are the magnified letters from the phone, which read “EOS” in white above a smaller “EOS”, also in white. To the left of the letters is a diamond-shaped icon. The backdrop is black. 


The phone has a black cover and three columns of blurry figures in white with illegible green or red text underneath. Behind the phone, the backdrop is black with descending vertical lines in red and green through the center. Along the bottom are blue and pink lights. ",A close up of a phone and a computer screen that are both watching stocks or coin. On the phone there is a zoom in on one specific  stock there also. Everything is very blurry besides the focus of the phone which is on a stock that says EOS. The top right of the phone has a lot of widgets or notifications visible. The screen the the background whos two different formats for the stock chart and a standard chart and a bar chart on the bottom and there are three colors used here bright red green and bright blue,dci,-0.08142702218952064,0.015705017805085042,-2,0.22468170317677494,-0.014807020577035139,-0.053137161118137564,0.021523641051096387
16,"In a vertically oriented full outdoor shot, a man in a straw hat, red t-shirt, and bright-blue jeans faces the viewer while standing in a field of straw while sharpening an old-fashioned scythe. The man has a tan, and his hat is wide-brimmed with a black band around the crown. The t-shirt and the pants are loose-fitting. A brown holster for the sharp knife is placed at the man's waist. The knife is held in his right hand, with his thumb up, and he has it angled under the long grey curved blade of the scythe so that he can sharpen the blade. The blade of the scythe is attached to a long thin brown pole to which other brown sticks are attached to create the handles to work the scythe. The straw in the field has already had the grain harvested from it, and only the straw remains to be cut. The straw lies at various angles. Behind the straw field is a lawn of green grass with a half-dozen people standing on it, dressed in summer outfits. Behind the people stand a white-roofed pavilion, a tan house, and a pale-yellow house, all under tall, leafy, green trees. The sky is light-blue with a host of indistinct clouds mixed in.","It shows a man standing outside working on a piece of wood. The man is standing. He is wearing a red shirt, blue pants, and straw hat. He is holding a pole and something sharp in his other hand. There is a brown sheath attached to his waist. He is standing on a pile of straw. The straw has a lot of pieces in different directions. It appears that he is working on what is in his hand. There are several pieces of wood at different angles. Behind him there is grass. The grass is mostly green. There is a pile of straw in the distance. There is a big tree in the back on the right. There are some big trees on the left side as well. There are some people in the distance. One is in black and one is in blue and white. There is a white tent-like structure in the back on the left. The sky is blue and has clouds. It is light.",dci,0.28431240127192237,0.13195519292414293,2,0.034053128705900014,0.1348333316657978,0.054569642093524176,0.16791916971565846
17,"In an airport looking up at the ceiling from a low-angle shot, a black sign reading ""DEPARTURES"" in white lettering is suspended. The sign is rectangular and has 7 columns. The column at the left is entitled ""Airlines"" and contains the logos and names of the airlines providing each flight. The second column is entitled ""Flight"" and it lists the letters and numbers for each flight. The third column is entitled ""To/Via"" and it includes the destination. The fourth column is entitled ""STD"" and it includes the scheduled time of departure. The fifth column is entitled ""ETD"" and it includes the edited time of departure, if there is one. The sixth column is entitled ""Counter No"" and it includes the counter to visit to board the flight. The seventh column is entitled ""Status"" and it includes the word ""Delayed"" in yellow, where it applies. Each heading is in a white sans-serif font against a blue horizontal heading band. The second, third, and fourth columns are in white, while the fifth, sixth, and seventh columns are in yellow. In the sign's upper-right is the time, saying ""03:05"" in white numerals. To the left of the word ""DEPARTURES"" is a logo of an airplane taking off. The ceiling is made of many rectangular panels made of an off-white corrugated substance. The middle column of panels, running from top-to-bottom, has rectangular white lights in it, while the outer column on the left and on the right have small round white lights in them. A few dark-grey ceiling vents are also apparent. In the lower-right is a green-and-white vending machine labeled ""Surf, call & text"" in white letters. The wall behind the vending machine is grey.","The photo has been taken inside what appears to be an airport. The main focus of the image is a television screen that is hanging from a ceiling. The screen is displaying information about flight departures. This information includes which airline a plane belongs to, flight numbers, travel destination, time of departure and arrival, counter number, and flight status. Two of the flights are shown as having been delayed. The ceiling of the room is made up of rectangular white panels. There rows of rectangular lights affixed to the ceiling that are illuminated and give off a bright white glow. There are also rows of smaller, circular lights along the ceiling that are illuminated. A gray wall is on the right hand side, and a green and white sign is in the bottom right corner.  ",dci,0.9603058984000274,-0.027409062600046274,2,0.0048942990851853635,-0.016085700530165795,0.041739183410038086,-0.035886580820903846
18,"A high-angle full outdoor computer rendering shows the Changjon area in Pyongyang, North Korea under a blue sky. The modern multi-level skyscapers cluster mostly toward the right in the midground. The two tallest ones have cylindrical towers at each of two corners, connected by the main building, which makes a gentle angle between the two towers. The levels alternate between light-grey and dark-grey, while the large window panels in the main part of the buildings are a reflective light-blue. There are 7 total skyscrapers, as well as a dozen buildings at half their height. All appear to be the same age and all are clean and modern. Some of the shorter buildings at the left are cream-colored with dark windows or blue windows. In the foreground is a large green park with a small hill at its center on which stand two side-by-side portraits. The portraits show a man's head and shoulders in each frame on a white background bordered by off-white slabs. The grass in front of these upright portraits is short and designed with low dark-green bushes in a semi-circular pattern. Behind and to the sides of the portraits are tall dark-green evergreen trees and more grass and bushes. The light-colored walls around the park form an angle in front of the portraits. Many small figures are seen walking around the walls on broad light-grey sidewalks. Very few cars and buses are shown on the actual streets themselves. The sunlight comes from above and to the left, casting shadows from the buildings, the trees, and the people to the right.","These tall buildings all have many rows of windows in them.  While most of the buildings are very similar in style, they vary somewhat in their color or shape, with some having cylinder shapes attached and some having different colors.  In front of the buildings is an octagonally shaped plaza surrounded by a sidewalk and broad walkway.  A roadway can also be seen.  There are a few parked cars and buses along the roadway.  Within the plaza, there is a green lawn.  At the front is a scalloped design in a darker green, and there are two large signs behind that.  The face of a man is on each sign.  There are quite a few people strolling on the walkway, and there are a few crossing the street by he parking lot.  It is a bright sunny day.",dci,0.34703154199306474,-0.016156094843125413,2,-0.15169063390915838,-0.14326619249470152,0.016647732832229076,0.05199674532623659
19,"An eye-level full, long outdoor shot at night depicts lit Christmas trees and Christmas lights positioned around a long rectangular pool of water at the Christmas festival in Bangkok, Thailand, with a background of tall palm trees, buildings, lights, and some dark night sky.


The pool of water covers most of the bottom half of the shot, and it narrows as it goes back into the view, ending in the center of the shot. 


At the end is a tall Christmas tree with glowing yellow lights, red ornaments, and a round orange circle atop it. Smaller Christmas trees line the right side of the pool with yellow lights. A white lattice structure is behind the trees on the top right. A large yellow lit dome with a black smiley face is on top of a small roof lined with white lights. A neon yellow sign that reads “Monke” is to the right and closer to the front. A large tiered glass building is behind the yellow dome. On the left side of the pool are tall palm trees with yellow lights wrapped around the trunks. A well-lit area is directly behind the tall Christmas tree. 


Behind the tall Christmas tree and the glass structure is a tall building with a flat roof just under the top edge of the shot. It has many windows. Most are dark, but some on the top three floors have lights on inside.


Reflections from everything around the pool are mirrored straight down in the water. ","An image of a Christmas tree with a lighted up red circle at its star point. The bottom half of the image is a water way that reflects its surroundings. There's tree trunks wrapped with light on the left half of the image. The right has a blue diagonal wall building with some objects like a smiling yellow ball, a sign reading Monke and some big yellowish orb on a red pillar with a orb dangling near it. Beside these structures are a row of trees, some heavily decorated with yellow lights while others more lightly. In the background is a bright blue building with several levels like a pyramid. In the farthest back is a large wide building with lights on mainly on its top three rows. There's people on the left side sitting or bending over. ",dci,-0.09863386645660382,-0.03432676433923687,2,-0.015342864285314797,-0.03750058799147239,-0.0023014493134212166,0.03633319407908242
20,"The Moscow Cathedral Mosque in Russia is shown in part in a low-angle outdoor shot on a very cloudy day. Only the tops of the mosque are visible, while the grey sky takes up most of the scene. The lower-left holds a small green dome with a small gold spire. Behind this is a tall, large, gold spire with a crescent moon on top that faces right. The next object to the right is a huge gold dome with a spire holding another crescent moon facing right. Then the pointed grey roof of the building appears with a dark triangular space at its base. To the right of this is another small green dome with a gold spire and a much larger green dome with a gold spire. The green domes are all above a teal-colored band that has a repeating pattern in dark-blue.","This is a photo looking up close at a building. The building has four visible domes. Three of the domes are green and have gold spires coming out of the top of them. The golden dome has the same spires, but at the top of it is a crescent moon. There is another spire with a crescent moon to the left of the leftmost dome. All of the green domes have black lights attached to the bottom of them.  There are reflections in the brick walls and in the golden dome.",dci,0.3695951039894476,-0.013418413342893842,2,-0.13873281627186732,-0.012095591117398892,-0.01210005110303694,0.020244386310016182
21,"An eye-level, wide outdoor shot in bright sunlight depicts the Dartmouth Ferry sitting on blue water in Halifax Harbour in Halifax, Canada, with a background of brown buildings, small boats, tall masted ships, a bridge, and two towering buildings of mostly glass. 


The ferry is horizontal in the bottom left of the shot. It has a blue hull with two decks of white with many windows. Some people are seen lining the rails at the front of the top deck. 


The water covers the bottom fifth of the shot and wraps around the middle on the right side as it goes back into the view. The suspension bridge is seen across at one-third up from the right edge of the shot and disappears behind the tall buildings. Distant buildings are seen on the right side of the water, beyond the bridge. Two small recreational boats are near the right edge, one-fourth of the way up from the bottom edge. Some tall ships with masts are lined up along the shore, facing left, behind and left of the small boats.


Directly behind the ferry are several brown multi-story buildings with green-gray roofs. 


Behind the brown buildings are the two tall buildings, whose tops are one-fourth of the way down from the top edge of the shot. They are mostly glass with gray trim. The right edge of the rightmost one is a bit to the right of the front of the ferry. The left edge of the leftmost one is a bit to the left of the center of the ferry. They butt up to each other. 


The sky is bright blue.","A blue and white passenger boats sails along in the foreground. People can be seen standing along the top deck of the boat. Multiple buildings can be seen behind this boat. A large boat is docked on the right hand side, and it has its sails pulled up. A small speedboat is moving behind the large boat. The body of water is a dark blue color, and its surface is slightly choppy. Two adjacent, tall buildings can be seen standing in the background. To the right of these buildings is a large suspension bridge. It is daytime, and the sky above is a light blue color, with no clouds in sight.  ",dci,0.6052635032776152,0.0029020888942317136,2,0.259948097186539,-0.11204664539053262,0.07489983113832753,-0.31317213613234496
